Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
GKS para posgrado,Becas de investigación,Corea del Sur,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-kgsp-para-maestria-doctorado-y-programas-de-0,GKS (Gobierno de Corea del Sur),Posgrado,,No,"37.5665, 126.9780",37.5665,126.9780,"Becas GKS para maestría, doctorado y programas de investigación del Gobierno de Corea del Sur",,0,,,
Horizon Europa CEI,"Investigación, Posgrado, Unión Europea",Unión Europea,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-del-consejo-europeo-de-investigacion,Consejo Europeo de Investigación,Posgrado,,No,"50.85045, 4.34878.",50.85045,4.34878.,Becas Horizon Europa del Consejo Europeo de Investigación,,0,,,
Coproducción de artes escénicas en Iberoamérica,,Iberoamérica,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-iberescena-para-coproduccion-de-artes,Becas Iberescena,Artistas,,No,"-25.2637, -57.5759",-25.2637,-57.5759,Becas Iberescena para coproducción de artes escénicas entre países de Iberoamérica,,0,,,
Trabajadores de museos en Iberoamérica,,Iberoamérica,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-ibermuseos-para-trabajadores-de-museos-en,Becas Ibermuseos,No especifica,,No,"-34.6037, -58.3816",-34.6037,-58.3816,Becas Ibermuseos para trabajadores de museos en Iberoamérica,,0,,,
Movilidad de músicos en Iberoamérica,,Iberoamérica,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-ibermusicas-de-apoyo-la-movilidad-de-musicos,Becas Ibermúsicas,Artistas,,No,"-34.60372, -58.38159",-34.60372,-58.38159,Becas Ibermúsicas de apoyo a la movilidad de músicos en Iberoamérica,,0,,,
Ibermúsicas,,Iberoamérica,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-ibermusicas-de-apoyo-la-movilidad-de-musicos,,,,No,,,,Becas Ibermúsicas de apoyo a profesionales del sector musical en Iberoamérica,,0,,,
Jóvenes Artistas Canarios 2024,,,https://www.arteinformado.com/agenda/f/becas-jovenes-artistas-canarios-2024-232823,,,"November 3, 2024",No,,,,Becas Jóvenes Artistas Canarios 2024,,0,,,
Larsen Jewellery Australia,,Australia,https://www.argentina.gob.ar/becas-larsen-jewellery-en-australia,,,,No,,,,Becas Larsen Jewellery en Australia,,0,,,
Oportunidad en Australia para artistas,"Becas en Australia, Universidad de Deakin, oportunidad para artistas",Australia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/latinoamerica-deakin-australia,Universidad de Deakin,Posgrado,,No,"-37.8136, 144.9631",-37.8136,144.9631,Becas Latinoamérica en la Universidad de Deakin en Australia,,0,,,
MAEC-AECID en España,Becas en España,España,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-maec-aecid-en-espana,MAEC-AECID,Posgrado,,Yes,"41.3851, 2.1734",41.3851,2.1734,Becas MAEC-AECID en España,MAEC-AECID,0,,,
Marie Curie Individual Fellowships,"Marie Curie, Posgrado, Unión Europea",Unión Europea,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/marie-curie-ue-individual-fellowships,Marie Curie,Posgrado,,No,"41.9028, 12.4964",41.9028,12.4964,Becas Marie Curie en la Unión Europea (Individual Fellowships),,0,,,
Intercambio de personal de investigación o innovación,,Unión Europea,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/marie-curie-ue-staff-exchange,Marie Skłodowska-Curie,Posgrado,,No,"50.85045, 4.34878.",50.85045,4.34878.,Becas Marie Skłodowska-Curie para intercambio de personal de investigación o innovación en la Unión Europea,,0,,,
Marie Skłodowska-Curie redes doctorales UE,,Unión Europea,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/marie-sklodowska-curie-redes-doctorales,,,,No,,,,Becas Marie Skłodowska-Curie para redes doctorales en la Unión Europea,,0,,,
Ministerio de Capital Humano-Comisión Fulbright para investigación en Estados Unidos,,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-ministerio-de-educacion-fulbright-de-investigacion-en,Ministerio de Capital Humano-Comisión Fulbright,Posgrado,,No,"38.9072, -77.0379.",38.9072,-77.0379.,Becas Ministerio de Capital Humano-Comisión Fulbright para investigación doctoral o posdoctoral en Estados Unidos,,0,,,
Posgrado en EE.UU.,,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-ministerio-de-educacion-fulbright-de-posgrado-en,Ministerio de Capital Humano-Comisión Fulbright,Posgrado,"May 3, 2023",No,"38.90719, -77.03738",38.90719,-77.03738,Becas Ministerio de Capital Humano-Comisión Fulbright para posgrado en Estados Unidos,,0,,,
Asistentes de idioma argentinos en Francia,,Francia,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/ministerio-gobiernofrancia,Ministerio de Capital Humano-Gobierno de Francia,No especifica,,No,"48.8566, 2.3522.",48.8566,2.3522.,Becas Ministerio de Capital Humano-Gobierno de Francia para asistentes de idioma argentinos en Francia,,0,,,
Ministerio de Capital Humano-Gobierno de Italia para argentinos en Italia,,Italia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-ministerio-de-educacion-gobierno-de-italia-para,Ministerio de Capital Humano-Gobierno de Italia,Posgrado,,No,"41.9028, 12.4964",41.9028,12.4964,Becas Ministerio de Capital Humano-Gobierno de Italia para argentinos en Italia,,0,,,
Mitacs Elevate en Canadá,,Canadá,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-mitacs-elevate-en-canada,Mitacs Elevate,"Grado, Posgrado",,No,"45.42153, -75.69719",45.42153,-75.69719,Becas Mitacs Elevate en Canadá,,0,,,
OneBeat para músicos,,Estados Unidos de América,https://www.argentina.gob.ar/becas-onebeat-para-musicos-en-estados-unidos,,,,No,,,,Becas OneBeat para músicos en Estados Unidos,,0,,,
Argent. U. Ottawa,"Becas De Grado, Becas de posgrado, Canadá, Universidad de Ottawa",Canadá,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-argentinosas-en-la-universidad-de-ottawa-canada,Universidad de Ottawa,"Grado, Posgrado",,No,"45.42153, -75.69719.",45.42153,-75.69719.,"Becas para argentinos en la Universidad de Ottawa, Canadá",Universidad de Ottawa,0,,,
EEA-SS Francia,"Artistas, Becas para artistas, Escuela de Estudios Avanzados en Ciencias Sociales en Francia",Francia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-artistas-en-la-escuela-de-estudios-avanzados-en,Escuela de Estudios Avanzados en Ciencias Sociales en Francia,Artistas,,Yes,"48.8566, 2.3522.",48.8566,2.3522.,Becas para artistas en la Escuela de Estudios Avanzados en Ciencias Sociales en Francia,EHESS,0,,,
Artistas mujeres,,,https://www.revistamagenta.com/becas-para-artistas-mujeres/,,,,No,,,,Becas para artistas mujeres ,,0,,,
Curso de Idioma húngaro del Gobierno de Hungría,,Hungría,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/curso-idioma-hungaro-hungria,Gobierno de Hungría,"Grado, Posgrado",,No,"47.4979, 19.0402",47.4979,19.0402,Becas para Curso de Idioma húngaro del Gobierno de Hungría,,0,,,
Curso online digitalización patrimonio,,México,https://www.argentina.gob.ar/becas-para-curso-online-de-digitalizacion-preservacion-y-conservacion-del-patrimonio-historico-en,,,,No,,,,"Becas para curso online de digitalización, preservación y conservación del patrimonio histórico en México",,0,,,
"Diplomados y maestrías en la Universidad de Calabria, Italia","Becas para diplomados, Becas para maestrías, Universidad de Calabria",Italia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-diplomados-y-maestrias-en-la-universidad-de,Universidad de Calabria,Posgrado,,No,"41.9028, 12.4964",41.9028,12.4964,"Becas para diplomados y maestrías en la Universidad de Calabria, Italia",,0,,,
Curso alta formación artística,Formación en Artes,Italia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-el-curso-de-alta-formacion-profesional-artistica,,Destacar,,No,,,,"Becas para el curso de alta formación en artes, música y danza del Gobierno de Italia",,0,,,
Curso de alta formación profesional artística y musical,,Italia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-el-curso-de-alta-formacion-profesional-artistica,Gobierno de Italia,Artistas,,No,"41.9028, 12.4964",41.9028,12.4964,Becas para el curso de alta formación profesional artística y musical del Gobierno de Italia,,0,,,
"""Séjour Culture"" en Francia",,Francia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-el-programa-sejour-culture-en-francia,"Programa ""Séjour Culture"" en Francia",Artistas,,No,"48.8566, 2.3522",48.8566,2.3522,"Becas para el Programa ""Séjour Culture"" en Francia",,0,,,
"Investigación Posdoctoral ""Ulam"" en Polonia",,Polonia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/posdoctoral-ulam-polonia,"Programa de Investigación Posdoctoral ""Ulam""",Posdoctoral,,No,"52.22977, 21.01178.",52.22977,21.01178.,"Becas para el Programa de Investigación Posdoctoral ""Ulam"" en Polonia",,0,,,
Estancias de investigación en el Museo Reina Sofía en España,,España,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-estancias-de-investigacion-en-el-museo,Museo Reina Sofía,"Posgrado, Artistas",,No,"41.390205, 2.154007",41.390205,2.154007,Becas para estancias de investigación en el Museo Reina Sofía en España,,0,,,
Estudiantes avanzados de lengua japonesa en Japón,,Japón,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-estudiantes-avanzados-de-lengua-japonesa,Nihongo Nihonbunka,"Grado, Posgrado",,No,"35.6895, 139.6917",35.6895,139.6917,Becas para estudiantes avanzados de lengua japonesa “Nihongo Nihonbunka” en Japón,,0,,,
Estudios OEA,"Becas Académicas de Posgrado de OEA, Becas De Grado, Becas de Intercambio, Becas de OEA, Becas de posgrado, Programa Regular de OEA",Múltiples destinos,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-para-estudios-academicos-de,,,,No,,,,Becas para estudios académicos de OEA,OEA,0,,,
"Estudios de grado en la Universidad de Lingnan en Hong Kong, China","Becas para estudios de grado, China, Hong Kong, Universidad de Lingnan",China,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-estudios-de-grado-en-la-universidad-de,Universidad de Lingnan,Grado,,No,"31.2304, 121.4737",31.2304,121.4737,"Becas para estudios de grado en la Universidad de Lingnan en Hong Kong, China",,0,,,
Inic. Patrimonio Fund. Gerda Henkel,,Alemania,https://www.argentina.gob.ar/becas-para-iniciativas-de-patrimonio-de-la-fundacion-gerda-henkel-en-alemania,,,,No,,,,Becas para iniciativas de patrimonio de la Fundación Gerda Henkel en Alemania,,0,,,
Investigadores Uni Friburgo Suiza,"Becas para investigadores, Suiza, Universidad de Friburgo",Suiza,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/estancias-cortas-posdoctorado-friburgo-suiza,"Universidad de Friburgo, Suiza",Posdoctoral,"June 30, 2024",No,"46.9480, 7.4474.",46.9480,7.4474.,"Becas para investigadores en la Universidad de Friburgo, Suiza",,0,,,
Investigación de la colección de arte latinoamericano del MoMA en Estados Unidos,,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-investigar-la-coleccion-de-arte-latinoamericano,MoMA (Museum of Modern Art),No especifica,,No,"41.8781, -87.6298",41.8781,-87.6298,Becas para investigar la colección de arte latinoamericano del MoMA en Estados Unidos,,0,,,
Estudios Coreanos en Corea,"Academia de Estudios Coreanos, Becas de posgrado, Corea del Sur",Corea del Sur,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-para-la-academia-de-estudios-coreanos-en-corea-del-sur,Academia de Estudios Coreanos,Posgrado,,No,"37.5665, 126.9780",37.5665,126.9780,Becas para la Academia de Estudios Coreanos en Corea del Sur,,0,,,
Erasmus Mundus,"Becas de Maestría, Becas en la Unión Europea",Unión Europea,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-erasmus-mundus-para-maestrias-en-la-union-europea,Erasmus Mundus,Posgrado,,No,"51.5074, -0.1278",51.5074,-0.1278,"Becas para Masters Conjuntos ""Erasmus Mundus"" con la Unión Europea",Erasmus Mundus,0,,,
Pasantía en NY Times,"Becas para pasantías, Estados Unidos, oportunidad para artistas",Estados Unidos de América,https://www.argentina.gob.ar/becas-para-pasantia-en-new-york-times-en-estados-unidos,,Destacar,,Yes,,,,Becas para pasantía en The New York Times en Estados Unidos,The New York Times,0,,,
Pasantías Gob. Suiza,"Becas para pasantías, Gobierno de Suiza, oportunidad para artistas",Suiza,https://www.argentina.gob.ar/becas-para-pasantias-para-profesionales-del-gobierno-de-suiza,,,,Yes,,,,Becas para pasantías para profesionales del Gobierno de Suiza,Gob. de Suiza,0,,,
Producción obra artistas arg.,"Becas para artistas visuales, Producción de obra para artistas",Argentina,https://app.datarte.art/convocatorias/becas-artistas-argentinas,,,"October 20, 2024",No,,,,Becas para producción de obra para artistas argentinas,,0,,,
Prof. Fulbright,Becas para posgrado,Estados Unidos de América,https://www.argentina.gob.ar/becas-para-profesores-residentes-de-la-comision-fulbright-en-estados-unidos,,,,Yes,,,,Becas para profesores residentes de la Comisión Fulbright en Estados Unidos,Comisión Fulbright,0,,,
Proyectos Cotutelados Italia,"Becas de investigación doctoral, Becas del Gobierno de Italia",Italia,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-proyectos-de-investigacion-cotutelados,Gobierno de Italia,Posgrado,"June 14, 2024",No,"41.9028, 12.4964",41.9028,12.4964,Becas para proyectos de investigación cotutelados del Gobierno de Italia,,0,,,
,Residencia para artistas en Marsella,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-para-residencia-de-artistas-e,,,"October 21, 2024",No,,,,"Becas para residencia de artistas e investigadores en Marsella, Francia",,0,,,
,Residencia para artistas en Marsella,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-para-residencia-de-artistas-e,,,"September 16, 2024",No,,,,"Becas para residencia de artistas e investigadores en Marsella, Francia",,0,,,
Akademie Schloss Solitude en Alemania,"Alemania, Becas de investigación, Residencia para artistas",Alemania,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-residencias-artisticas-y-cientificas-en,Akademie Schloss Solitude,Artistas,,No,"51.16569, 10.45152",51.16569,10.45152,Becas para residencias artísticas y científicas en la Akademie Schloss Solitude en Alemania,,0,,,
,,,https://www.recursosculturales.com/residencias-artistas-itaparica-brasil/,,,,No,,,,"Becas para residencias de la Fundación Sacatar en Itaparica, Brasil",,0,,,
Vórtice Lab Video Exp,"oportunidad para artistas, programa de residencia, residencia de artistas",Chile,https://www.recursosculturales.com/vortice-laboratorio-de-video-experimental/,,,"November 1, 2024",Yes,,,,"Becas para Vórtice, Laboratorio de Video Experimental con formato de Residencia",,0,,,
Alain Bensoussan ERCIM,,Unión Europea,https://www.argentina.gob.ar/becas-posdoctorales-alain-bensoussan-en-el-consorcio-ercim-en-paises-europeos,,,,No,,,,Becas posdoctorales Alain Bensoussan en el Consorcio ERCIM en países europeos,,0,,,
Fund. Gerda Henkel,,Alemania,https://www.argentina.gob.ar/becas-posdoctorales-de-la-fundacion-gerda-henkel-en-alemania,,,,No,,,,Becas posdoctorales de la Fundación Gerda Henkel en Alemania,,0,,,
Posdoc UNAM,"Becas posdoctorales, Universidad Nacional Autónoma de México",México,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-posdoctorales-en-la-universidad-nacional,Universidad Nacional Autónoma de México,Posdoctoral,,No,"19.4326, -99.1332",19.4326,-99.1332,Becas posdoctorales en la Universidad Nacional Autónoma de México,,0,,,
Posdoc UCL Bélgica,"Becas posdoctorales, Bélgica, Université Catholique de Louvain",Bélgica,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-posdoctorales-en-la-universite,,,,No,,,,Becas posdoctorales en la Université Catholique de Louvain en Bélgica,,0,,,
